rgz_id,cat_id,galaxy_prob,qso_prob,star_prob,host_prob,ground_truth,prediction
RGZ_J093416.2+131141,128669,0.8383881449699402,0.00929347425699234,0.15231837332248688,0.5890995264053345,1,1
RGZ_J170204.5+221440,3677,0.06131720915436745,0.0010294518433511257,0.9376533627510071,0.6133137941360474,1,1
RGZ_J085542.8+110314,9775,0.7653762698173523,0.21748599410057068,0.01713777892291546,0.5826637148857117,1,1
RGZ_J165708.2+465701,137978,0.024171261116862297,0.9718037247657776,0.004025047644972801,0.5681581497192383,1,1
RGZ_J144910.4+382653,163516,0.7199636101722717,0.006634314078837633,0.27340200543403625,0.5928543210029602,1,1
RGZ_J085200.2+353530,156429,0.185415580868721,0.02330815978348255,0.7912762761116028,0.6046208143234253,1,1
RGZ_J135020.2+433208,44021,0.0043802447617053986,0.991935133934021,0.0036845810245722532,0.5702729821205139,1,1
